ngram,search_word_dist,count,prop
spzax.r took the chair,0.8636363636363636,1,1
spzaxa took the chair,0.8181818181818181,1,1
spzàxia took the chair,0.7727272727272727,1,1
spzaxira took the chair,0.8260869565217391,1,1
spzaxus took the chair,0.8181818181818181,1,1
spzaz took the chair,0.8181818181818181,1,1
spzaza took the chair,0.8181818181818181,1,1
spzmisra took the chair,0.782608695652174,1,1
spzxua took the chair,0.7727272727272727,1,1
sr.aîr took the chair,0.8181818181818181,1,1
sr.e.kzr took the chair,0.8260869565217391,1,1
sr'aken took the chair,0.8636363636363636,1,1
sra took the chair,0.7727272727272727,1,1
sre.mer took the chair,0.8636363636363636,1,1
sreae took the chair,0.8636363636363636,1,1
sreaer took the chair,0.9090909090909091,1,1
sreakr took the chair,0.9090909090909091,1,1
sreas took tle cliair,0.6818181818181819,1,1
srenaken took the chair,0.8695652173913043,1,1
sri:ain:a took the chair,0.7083333333333333,1,1
srmzxm took the chair,0.7272727272727273,1,1
srsak took the chair,0.8181818181818181,1,1
state to the chair,0.7272727272727273,1,1
steakep took the chair,0.9090909090909091,1,1
steamer to the train,0.6818181818181819,1,1
superior to the chair,0.7272727272727273,1,1
svekeml took the chmairi,0.75,1,1
szarcaa took the chair,0.7272727272727273,1,1
szarma took the chair,0.7727272727272727,1,1
taken from the chair,0.6818181818181819,1,1
te 8pea took the'chair,0.6818181818181819,1,1
te speaker lefthe chair,0.6521739130434783,1,1
thcspeaker took the chair,0.88,1,1
the smarattook the chair,0.6666666666666667,1,1
the speakeatbook the chair,0.7307692307692308,1,1
the speakee took thebchair,0.7692307692307692,1,1
the speaker left the.chair,0.6538461538461539,1,1
the speaker took uhcchair,0.72,1,1
the speaker tookthe chair,0.8,1,1
the speakerileft the chair,0.6538461538461539,1,1
the speakertook the chair,0.8,1,1
theae took the liair,0.7272727272727273,1,1
then took the chair,0.7272727272727273,1,1
ther.smaixa took the chair,0.6538461538461539,1,1
thesaker took the chair,0.8695652173913043,1,1
thesparercp took the chair,0.7307692307692308,1,1
thesprarxm took the chair,0.72,1,1
thon took the chair,0.6818181818181819,1,1
thqspeaker took the chair,0.88,1,1
u:n took the chair,0.6818181818181819,1,1
ua:n took the chair,0.7272727272727273,1,1
ua:n took the ciair,0.6818181818181819,1,1
uk took the chair,0.7272727272727273,1,1
un took the chair,0.6818181818181819,1,1
xe.m took the chair,0.7272727272727273,1,1
xxx took the chair,0.6818181818181819,1,1
yon took the chair,0.6818181818181819,1,1
ýspeaker took the chair,0.9565217391304348,1,1
znn took the chair,0.6818181818181819,1,1
