uid,count,prop
3-4-1.txt 1732,1,5.633802816901409e-4
3-4-1.txt 1777,1,5.633802816901409e-4
3-4-1.txt 1823,1,5.633802816901409e-4
3-4-1.txt 1877,1,5.633802816901409e-4
3-4-1.txt 189,1,5.633802816901409e-4
3-4-1.txt 1904,1,5.633802816901409e-4
3-4-1.txt 1937,1,5.633802816901409e-4
3-4-1.txt 1960,1,5.633802816901409e-4
3-4-1.txt 1961,1,5.633802816901409e-4
3-4-1.txt 252,1,5.633802816901409e-4
3-4-1.txt 270,1,5.633802816901409e-4
3-4-1.txt 315,1,5.633802816901409e-4
3-4-1.txt 336,1,5.633802816901409e-4
3-4-1.txt 378,1,5.633802816901409e-4
3-4-1.txt 405,1,5.633802816901409e-4
3-4-1.txt 434,1,5.633802816901409e-4
3-4-1.txt 464,1,5.633802816901409e-4
3-4-1.txt 503,1,5.633802816901409e-4
3-4-1.txt 556,1,5.633802816901409e-4
3-4-1.txt 592,1,5.633802816901409e-4
3-4-1.txt 622,1,5.633802816901409e-4
3-4-1.txt 652,1,5.633802816901409e-4
3-4-1.txt 686,1,5.633802816901409e-4
3-4-1.txt 69,1,5.633802816901409e-4
3-4-1.txt 708,1,5.633802816901409e-4
3-4-1.txt 72,1,5.633802816901409e-4
3-4-1.txt 750,1,5.633802816901409e-4
3-4-1.txt 780,1,5.633802816901409e-4
3-4-1.txt 851,1,5.633802816901409e-4
3-4-1.txt 879,1,5.633802816901409e-4
3-4-1.txt 909,1,5.633802816901409e-4
3-4-1.txt 92,1,5.633802816901409e-4
3-4-1.txt 971,1,5.633802816901409e-4
3-5-1.txt 1024,1,5.633802816901409e-4
3-5-1.txt 1105,1,5.633802816901409e-4
3-5-1.txt 111,1,5.633802816901409e-4
3-5-1.txt 1153,1,5.633802816901409e-4
3-5-1.txt 1196,1,5.633802816901409e-4
3-5-1.txt 1237,1,5.633802816901409e-4
3-5-1.txt 1251,1,5.633802816901409e-4
3-5-1.txt 1301,1,5.633802816901409e-4
3-5-1.txt 1344,1,5.633802816901409e-4
3-5-1.txt 1392,1,5.633802816901409e-4
3-5-1.txt 179,1,5.633802816901409e-4
3-5-1.txt 233,1,5.633802816901409e-4
3-5-1.txt 286,1,5.633802816901409e-4
3-5-1.txt 38,1,5.633802816901409e-4
3-5-1.txt 381,1,5.633802816901409e-4
3-5-1.txt 401,1,5.633802816901409e-4
3-5-1.txt 419,1,5.633802816901409e-4
